Frequency_Band,Center_Frequency_Hz,Power_Watts,Power_dBW
47.0-47.1 kHz,47050,1509187626.88,91.79
47.1-47.2 kHz,47150,1509206688.88,91.79
47.2-47.3 kHz,47250,1509225748.89,91.79
47.3-47.4 kHz,47350,1509244806.91,91.79
47.4-47.5 kHz,47450,1509263862.94,91.79
47.5-47.6 kHz,47550,1509282916.98,91.79
47.6-47.7 kHz,47650,1509301969.02,91.79
47.7-47.8 kHz,47750,1509321019.07,91.79
47.8-47.9 kHz,47850,1509340067.13,91.79
47.9-48.0 kHz,47950,1509359113.20,91.79
48.0-48.1 kHz,48050,1509378157.27,91.79
48.1-48.2 kHz,48150,1509397199.36,91.79
48.2-48.3 kHz,48250,1509416239.45,91.79
48.3-48.4 kHz,48350,1509435277.55,91.79
48.4-48.5 kHz,48450,1509454313.65,91.79
48.5-48.6 kHz,48550,1509473347.77,91.79
48.6-48.7 kHz,48650,1509492379.89,91.79
48.7-48.8 kHz,48750,1509511410.02,91.79
48.8-48.9 kHz,48850,1509530438.16,91.79
48.9-49.0 kHz,48950,1509549464.31,91.79
49.0-49.1 kHz,49050,1509568488.47,91.79
49.1-49.2 kHz,49150,1509587510.63,91.79
49.2-49.3 kHz,49250,1509606530.80,91.79
49.3-49.4 kHz,49350,1509625548.98,91.79
49.4-49.5 kHz,49450,1509644565.17,91.79
49.5-49.6 kHz,49550,1509663579.36,91.79
49.6-49.7 kHz,49650,1509682591.57,91.79
49.7-49.8 kHz,49750,1509701601.78,91.79
49.8-49.9 kHz,49850,1509720610.00,91.79
49.9-50.0 kHz,49950,1509739616.22,91.79
50.0-50.1 kHz,50050,1509758620.46,91.79
50.1-50.2 kHz,50150,1509777622.70,91.79
50.2-50.3 kHz,50250,1509796622.95,91.79
50.3-50.4 kHz,50350,1509815621.21,91.79
50.4-50.5 kHz,50450,1509834617.48,91.79
50.5-50.6 kHz,50550,1509853611.76,91.79
50.6-50.7 kHz,50650,1509872604.04,91.79
50.7-50.8 kHz,50750,1509891594.33,91.79
50.8-50.9 kHz,50850,1509910582.63,91.79
50.9-51.0 kHz,50950,1509929568.94,91.79
51.0-51.1 kHz,51050,1509948553.25,91.79
51.1-51.2 kHz,51150,1509967535.57,91.79
51.2-51.3 kHz,51250,1509986515.91,91.79
51.3-51.4 kHz,51350,1510005494.24,91.79
51.4-51.5 kHz,51450,1510024470.59,91.79
51.5-51.6 kHz,51550,1510043444.95,91.79
51.6-51.7 kHz,51650,1510062417.31,91.79
51.7-51.8 kHz,51750,1510081387.68,91.79
51.8-51.9 kHz,51850,1510100356.06,91.79
51.9-52.0 kHz,51950,1510119322.45,91.79
52.0-52.1 kHz,52050,1510138286.84,91.79
52.1-52.2 kHz,52150,1510157249.24,91.79
52.2-52.3 kHz,52250,1510176209.66,91.79
52.3-52.4 kHz,52350,1510195168.07,91.79
52.4-52.5 kHz,52450,1510214124.50,91.79
52.5-52.6 kHz,52550,1510233078.94,91.79
52.6-52.7 kHz,52650,1510252031.38,91.79
52.7-52.8 kHz,52750,1510270981.83,91.79
52.8-52.9 kHz,52850,1510289930.29,91.79
52.9-53.0 kHz,52950,1510308876.76,91.79
53.0-53.1 kHz,53050,1510327821.23,91.79
53.1-53.2 kHz,53150,1510346763.71,91.79
53.2-53.3 kHz,53250,1510365704.21,91.79
53.3-53.4 kHz,53350,1510384642.70,91.79
53.4-53.5 kHz,53450,1510403579.21,91.79
53.5-53.6 kHz,53550,1510422513.73,91.79
53.6-53.7 kHz,53650,1510441446.25,91.79
53.7-53.8 kHz,53750,1510460376.78,91.79
53.8-53.9 kHz,53850,1510479305.32,91.79
53.9-54.0 kHz,53950,1510498231.87,91.79
54.0-54.1 kHz,54050,1510517156.42,91.79
54.1-54.2 kHz,54150,1510536078.98,91.79
54.2-54.3 kHz,54250,1510554999.55,91.79
54.3-54.4 kHz,54350,1510573918.13,91.79
54.4-54.5 kHz,54450,1510592834.72,91.79
54.5-54.6 kHz,54550,1510611749.32,91.79
54.6-54.7 kHz,54650,1510630661.92,91.79
54.7-54.8 kHz,54750,1510649572.53,91.79
54.8-54.9 kHz,54850,1510668481.15,91.79
54.9-55.0 kHz,54950,1510687387.77,91.79
55.0-55.1 kHz,55050,1510706292.41,91.79
55.1-55.2 kHz,55150,1510725195.05,91.79
55.2-55.3 kHz,55250,1510744095.70,91.79
55.3-55.4 kHz,55350,1510762994.36,91.79
55.4-55.5 kHz,55450,1510781891.03,91.79
55.5-55.6 kHz,55550,1510800785.70,91.79
55.6-55.7 kHz,55650,1510819678.39,91.79
55.7-55.8 kHz,55750,1510838569.08,91.79
55.8-55.9 kHz,55850,1510857457.78,91.79
55.9-56.0 kHz,55950,1510876344.48,91.79
56.0-56.1 kHz,56050,1510895229.20,91.79
56.1-56.2 kHz,56150,1510914111.92,91.79
56.2-56.3 kHz,56250,1510932992.65,91.79
56.3-56.4 kHz,56350,1510951871.39,91.79
56.4-56.5 kHz,56450,1510970748.14,91.79
56.5-56.6 kHz,56550,1510989622.89,91.79
56.6-56.7 kHz,56650,1511008495.65,91.79
56.7-56.8 kHz,56750,1511027366.42,91.79
56.8-56.9 kHz,56850,1511046235.20,91.79
56.9-57.0 kHz,56950,1511065101.99,91.79
57.0-57.1 kHz,57050,1511083966.78,91.79
57.1-57.2 kHz,57150,1511102829.59,91.79
57.2-57.3 kHz,57250,1511121690.40,91.79
57.3-57.4 kHz,57350,1511140549.22,91.79
57.4-57.5 kHz,57450,1511159406.04,91.79
57.5-57.6 kHz,57550,1511178260.88,91.79
57.6-57.7 kHz,57650,1511197113.72,91.79
57.7-57.8 kHz,57750,1511215964.57,91.79
57.8-57.9 kHz,57850,1511234813.43,91.79
57.9-58.0 kHz,57950,1511253660.30,91.79
58.0-58.1 kHz,58050,1511272505.17,91.79
58.1-58.2 kHz,58150,1511291348.05,91.79
58.2-58.3 kHz,58250,1511310188.94,91.79
58.3-58.4 kHz,58350,1511329027.84,91.79
58.4-58.5 kHz,58450,1511347864.75,91.79
58.5-58.6 kHz,58550,1511366699.66,91.79
58.6-58.7 kHz,58650,1511385532.59,91.79
58.7-58.8 kHz,58750,1511404363.52,91.79
58.8-58.9 kHz,58850,1511423192.45,91.79
58.9-59.0 kHz,58950,1511442019.40,91.79
59.0-59.1 kHz,59050,1511460844.36,91.79
59.1-59.2 kHz,59150,1511479667.32,91.79
59.2-59.3 kHz,59250,1511498488.29,91.79
59.3-59.4 kHz,59350,1511517307.27,91.79
59.4-59.5 kHz,59450,1511536124.25,91.79
59.5-59.6 kHz,59550,1511554939.25,91.79
59.6-59.7 kHz,59650,1511573752.25,91.79
59.7-59.8 kHz,59750,1511592563.26,91.79
59.8-59.9 kHz,59850,1511611372.28,91.79
59.9-60.0 kHz,59950,1511630179.31,91.79
60.0-60.1 kHz,60050,1511648984.34,91.79
60.1-60.2 kHz,60150,1511667787.38,91.79
60.2-60.3 kHz,60250,1511686588.43,91.79
60.3-60.4 kHz,60350,1511705387.49,91.79
60.4-60.5 kHz,60450,1511724184.56,91.79
60.5-60.6 kHz,60550,1511742979.63,91.79
60.6-60.7 kHz,60650,1511761772.71,91.79
60.7-60.8 kHz,60750,1511780563.81,91.79
60.8-60.9 kHz,60850,1511799352.90,91.79
60.9-61.0 kHz,60950,1511818140.01,91.79
61.0-61.1 kHz,61050,1511836925.12,91.80
61.1-61.2 kHz,61150,1511855708.25,91.80
61.2-61.3 kHz,61250,1511874489.38,91.80
61.3-61.4 kHz,61350,1511893268.52,91.80
61.4-61.5 kHz,61450,1511912045.66,91.80
61.5-61.6 kHz,61550,1511930820.82,91.80
61.6-61.7 kHz,61650,1511949593.98,91.80
61.7-61.8 kHz,61750,1511968365.15,91.80
61.8-61.9 kHz,61850,1511987134.33,91.80
61.9-62.0 kHz,61950,1512005901.51,91.80
62.0-62.1 kHz,62050,1512024666.71,91.80
62.1-62.2 kHz,62150,1512043429.91,91.80
62.2-62.3 kHz,62250,1512062191.12,91.80
62.3-62.4 kHz,62350,1512080950.34,91.80
62.4-62.5 kHz,62450,1512099707.56,91.80
62.5-62.6 kHz,62550,1512118462.80,91.80
62.6-62.7 kHz,62650,1512137216.04,91.80
62.7-62.8 kHz,62750,1512155967.29,91.80
62.8-62.9 kHz,62850,1512174716.55,91.80
62.9-63.0 kHz,62950,1512193463.82,91.80
63.0-63.1 kHz,63050,1512212209.09,91.80
63.1-63.2 kHz,63150,1512230952.37,91.80
63.2-63.3 kHz,63250,1512249693.66,91.80
63.3-63.4 kHz,63350,1512268432.96,91.80
63.4-63.5 kHz,63450,1512287170.27,91.80
63.5-63.6 kHz,63550,1512305905.58,91.80
63.6-63.7 kHz,63650,1512324638.90,91.80
63.7-63.8 kHz,63750,1512343370.23,91.80
63.8-63.9 kHz,63850,1512362099.57,91.80
63.9-64.0 kHz,63950,1512380826.92,91.80
64.0-64.1 kHz,64050,1512399552.27,91.80
64.1-64.2 kHz,64150,1512418275.63,91.80
64.2-64.3 kHz,64250,1512436997.00,91.80
64.3-64.4 kHz,64350,1512455716.38,91.80
64.4-64.5 kHz,64450,1512474433.77,91.80
64.5-64.6 kHz,64550,1512493149.16,91.80
64.6-64.7 kHz,64650,1512511862.56,91.80
64.7-64.8 kHz,64750,1512530573.97,91.80
64.8-64.9 kHz,64850,1512549283.39,91.80
64.9-65.0 kHz,64950,1512567990.82,91.80
65.0-65.1 kHz,65050,1512586696.25,91.80
65.1-65.2 kHz,65150,1512605399.69,91.80
65.2-65.3 kHz,65250,1512624101.14,91.80
65.3-65.4 kHz,65350,1512642800.60,91.80
65.4-65.5 kHz,65450,1512661498.07,91.80
65.5-65.6 kHz,65550,1512680193.54,91.80
65.6-65.7 kHz,65650,1512698887.02,91.80
65.7-65.8 kHz,65750,1512717578.51,91.80
65.8-65.9 kHz,65850,1512736268.01,91.80
65.9-66.0 kHz,65950,1512754955.52,91.80
66.0-66.1 kHz,66050,1512773641.03,91.80
66.1-66.2 kHz,66150,1512792324.55,91.80
66.2-66.3 kHz,66250,1512811006.08,91.80
66.3-66.4 kHz,66350,1512829685.62,91.80
66.4-66.5 kHz,66450,1512848363.17,91.80
66.5-66.6 kHz,66550,1512867038.72,91.80
66.6-66.7 kHz,66650,1512885712.28,91.80
66.7-66.8 kHz,66750,1512904383.85,91.80
66.8-66.9 kHz,66850,1512923053.43,91.80
66.9-67.0 kHz,66950,1512941721.02,91.80
67.0-67.1 kHz,67050,1512960386.61,91.80
67.1-67.2 kHz,67150,1512979050.21,91.80
67.2-67.3 kHz,67250,1512997711.82,91.80
67.3-67.4 kHz,67350,1513016371.44,91.80
67.4-67.5 kHz,67450,1513035029.07,91.80
67.5-67.6 kHz,67550,1513053684.70,91.80
67.6-67.7 kHz,67650,1513072338.34,91.80
67.7-67.8 kHz,67750,1513090989.99,91.80
67.8-67.9 kHz,67850,1513109639.65,91.80
67.9-68.0 kHz,67950,1513128287.31,91.80
68.0-68.1 kHz,68050,1513146932.99,91.80
68.1-68.2 kHz,68150,1513165576.67,91.80
68.2-68.3 kHz,68250,1513184218.36,91.80
68.3-68.4 kHz,68350,1513202858.06,91.80
68.4-68.5 kHz,68450,1513221495.76,91.80
68.5-68.6 kHz,68550,1513240131.48,91.80
68.6-68.7 kHz,68650,1513258765.20,91.80
68.7-68.8 kHz,68750,1513277396.93,91.80
68.8-68.9 kHz,68850,1513296026.67,91.80
68.9-69.0 kHz,68950,1513314654.41,91.80
69.0-69.1 kHz,69050,1513333280.17,91.80
69.1-69.2 kHz,69150,1513351903.93,91.80
69.2-69.3 kHz,69250,1513370525.70,91.80
69.3-69.4 kHz,69350,1513389145.47,91.80
69.4-69.5 kHz,69450,1513407763.26,91.80
69.5-69.6 kHz,69550,1513426379.05,91.80
69.6-69.7 kHz,69650,1513444992.86,91.80
69.7-69.8 kHz,69750,1513463604.67,91.80
69.8-69.9 kHz,69850,1513482214.48,91.80
69.9-70.0 kHz,69950,1513500822.31,91.80
70.0-70.1 kHz,70050,1513519428.14,91.80
70.1-70.2 kHz,70150,1513538031.98,91.80
70.2-70.3 kHz,70250,1513556633.83,91.80
70.3-70.4 kHz,70350,1513575233.69,91.80
70.4-70.5 kHz,70450,1513593831.56,91.80
70.5-70.6 kHz,70550,1513612427.43,91.80
70.6-70.7 kHz,70650,1513631021.31,91.80
70.7-70.8 kHz,70750,1513649613.20,91.80
70.8-70.9 kHz,70850,1513668203.10,91.80
70.9-71.0 kHz,70950,1513686791.00,91.80
71.0-71.1 kHz,71050,1513705376.92,91.80
71.1-71.2 kHz,71150,1513723960.84,91.80
71.2-71.3 kHz,71250,1513742542.77,91.80
71.3-71.4 kHz,71350,1513761122.71,91.80
71.4-71.5 kHz,71450,1513779700.65,91.80
71.5-71.6 kHz,71550,1513798276.61,91.80
71.6-71.7 kHz,71650,1513816850.57,91.80
71.7-71.8 kHz,71750,1513835422.54,91.80
71.8-71.9 kHz,71850,1513853992.51,91.80
71.9-72.0 kHz,71950,1513872560.50,91.80
72.0-72.1 kHz,72050,1513891126.49,91.80
72.1-72.2 kHz,72150,1513909690.49,91.80
72.2-72.3 kHz,72250,1513928252.50,91.80
72.3-72.4 kHz,72350,1513946812.52,91.80
72.4-72.5 kHz,72450,1513965370.55,91.80
72.5-72.6 kHz,72550,1513983926.58,91.80
72.6-72.7 kHz,72650,1514002480.62,91.80
72.7-72.8 kHz,72750,1514021032.67,91.80
72.8-72.9 kHz,72850,1514039582.73,91.80
72.9-73.0 kHz,72950,1514058130.79,91.80
73.0-73.1 kHz,73050,1514076676.87,91.80
73.1-73.2 kHz,73150,1514095220.95,91.80
73.2-73.3 kHz,73250,1514113763.04,91.80
73.3-73.4 kHz,73350,1514132303.14,91.80
73.4-73.5 kHz,73450,1514150841.24,91.80
73.5-73.6 kHz,73550,1514169377.35,91.80
73.6-73.7 kHz,73650,1514187911.48,91.80
73.7-73.8 kHz,73750,1514206443.60,91.80
73.8-73.9 kHz,73850,1514224973.74,91.80
73.9-74.0 kHz,73950,1514243501.89,91.80
74.0-74.1 kHz,74050,1514262028.04,91.80
74.1-74.2 kHz,74150,1514280552.20,91.80
74.2-74.3 kHz,74250,1514299074.37,91.80
74.3-74.4 kHz,74350,1514317594.55,91.80
74.4-74.5 kHz,74450,1514336112.73,91.80
74.5-74.6 kHz,74550,1514354628.93,91.80
74.6-74.7 kHz,74650,1514373143.13,91.80
74.7-74.8 kHz,74750,1514391655.34,91.80
74.8-74.9 kHz,74850,1514410165.55,91.80
74.9-75.0 kHz,74950,1514428673.78,91.80
75.0-75.1 kHz,75050,1514447180.01,91.80
75.1-75.2 kHz,75150,1514465684.25,91.80
75.2-75.3 kHz,75250,1514484186.50,91.80
75.3-75.4 kHz,75350,1514502686.76,91.80
75.4-75.5 kHz,75450,1514521185.03,91.80
75.5-75.6 kHz,75550,1514539681.30,91.80
75.6-75.7 kHz,75650,1514558175.58,91.80
75.7-75.8 kHz,75750,1514576667.87,91.80
75.8-75.9 kHz,75850,1514595158.17,91.80
75.9-76.0 kHz,75950,1514613646.47,91.80
76.0-76.1 kHz,76050,1514632132.79,91.80
76.1-76.2 kHz,76150,1514650617.11,91.80
76.2-76.3 kHz,76250,1514669099.44,91.80
76.3-76.4 kHz,76350,1514687579.77,91.80
76.4-76.5 kHz,76450,1514706058.12,91.80
76.5-76.6 kHz,76550,1514724534.47,91.80
76.6-76.7 kHz,76650,1514743008.83,91.80
76.7-76.8 kHz,76750,1514761481.20,91.80
76.8-76.9 kHz,76850,1514779951.58,91.80
76.9-77.0 kHz,76950,1514798419.96,91.80
77.0-77.1 kHz,77050,1514816886.36,91.80
77.1-77.2 kHz,77150,1514835350.76,91.80
77.2-77.3 kHz,77250,1514853813.17,91.80
77.3-77.4 kHz,77350,1514872273.58,91.80
77.4-77.5 kHz,77450,1514890732.01,91.80
77.5-77.6 kHz,77550,1514909188.44,91.80
77.6-77.7 kHz,77650,1514927642.88,91.80
77.7-77.8 kHz,77750,1514946095.33,91.80
77.8-77.9 kHz,77850,1514964545.79,91.80
77.9-78.0 kHz,77950,1514982994.25,91.80
78.0-78.1 kHz,78050,1515001440.73,91.80
78.1-78.2 kHz,78150,1515019885.21,91.80
78.2-78.3 kHz,78250,1515038327.70,91.80
78.3-78.4 kHz,78350,1515056768.19,91.80
78.4-78.5 kHz,78450,1515075206.70,91.80
78.5-78.6 kHz,78550,1515093643.21,91.80
78.6-78.7 kHz,78650,1515112077.73,91.80
78.7-78.8 kHz,78750,1515130510.26,91.80
78.8-78.9 kHz,78850,1515148940.80,91.80
78.9-79.0 kHz,78950,1515167369.34,91.80
79.0-79.1 kHz,79050,1515185795.90,91.80
79.1-79.2 kHz,79150,1515204220.46,91.80
79.2-79.3 kHz,79250,1515222643.03,91.80
79.3-79.4 kHz,79350,1515241063.60,91.80
79.4-79.5 kHz,79450,1515259482.19,91.80
79.5-79.6 kHz,79550,1515277898.78,91.80
79.6-79.7 kHz,79650,1515296313.38,91.80
79.7-79.8 kHz,79750,1515314725.99,91.81
79.8-79.9 kHz,79850,1515333136.61,91.81
79.9-80.0 kHz,79950,1515351545.23,91.81
80.0-80.1 kHz,80050,1515369951.86,91.81
80.1-80.2 kHz,80150,1515388356.51,91.81
80.2-80.3 kHz,80250,1515406759.15,91.81
80.3-80.4 kHz,80350,1515425159.81,91.81
80.4-80.5 kHz,80450,1515443558.48,91.81
80.5-80.6 kHz,80550,1515461955.15,91.81
80.6-80.7 kHz,80650,1515480349.83,91.81
80.7-80.8 kHz,80750,1515498742.52,91.81
80.8-80.9 kHz,80850,1515517133.21,91.81
80.9-81.0 kHz,80950,1515535521.92,91.81
81.0-81.1 kHz,81050,1515553908.63,91.81
81.1-81.2 kHz,81150,1515572293.35,91.81
81.2-81.3 kHz,81250,1515590676.08,91.81
81.3-81.4 kHz,81350,1515609056.82,91.81
81.4-81.5 kHz,81450,1515627435.56,91.81
81.5-81.6 kHz,81550,1515645812.32,91.81
81.6-81.7 kHz,81650,1515664187.08,91.81
81.7-81.8 kHz,81750,1515682559.85,91.81
81.8-81.9 kHz,81850,1515700930.62,91.81
81.9-82.0 kHz,81950,1515719299.41,91.81
82.0-82.1 kHz,82050,1515737666.20,91.81
82.1-82.2 kHz,82150,1515756031.00,91.81
82.2-82.3 kHz,82250,1515774393.81,91.81
82.3-82.4 kHz,82350,1515792754.63,91.81
82.4-82.5 kHz,82450,1515811113.45,91.81
82.5-82.6 kHz,82550,1515829470.28,91.81
82.6-82.7 kHz,82650,1515847825.12,91.81
82.7-82.8 kHz,82750,1515866177.97,91.81
82.8-82.9 kHz,82850,1515884528.83,91.81
82.9-83.0 kHz,82950,1515902877.69,91.81
83.0-83.1 kHz,83050,1515921224.57,91.81
83.1-83.2 kHz,83150,1515939569.45,91.81
83.2-83.3 kHz,83250,1515957912.33,91.81
83.3-83.4 kHz,83350,1515976253.23,91.81
83.4-83.5 kHz,83450,1515994592.14,91.81
83.5-83.6 kHz,83550,1516012929.05,91.81
83.6-83.7 kHz,83650,1516031263.97,91.81
83.7-83.8 kHz,83750,1516049596.90,91.81
83.8-83.9 kHz,83850,1516067927.83,91.81
83.9-84.0 kHz,83950,1516086256.78,91.81
84.0-84.1 kHz,84050,1516104583.73,91.81
84.1-84.2 kHz,84150,1516122908.69,91.81
84.2-84.3 kHz,84250,1516141231.66,91.81
84.3-84.4 kHz,84350,1516159552.64,91.81
84.4-84.5 kHz,84450,1516177871.62,91.81
84.5-84.6 kHz,84550,1516196188.61,91.81
84.6-84.7 kHz,84650,1516214503.61,91.81
84.7-84.8 kHz,84750,1516232816.62,91.81
84.8-84.9 kHz,84850,1516251127.64,91.81
84.9-85.0 kHz,84950,1516269436.66,91.81
85.0-85.1 kHz,85050,1516287743.70,91.81
85.1-85.2 kHz,85150,1516306048.74,91.81
85.2-85.3 kHz,85250,1516324351.78,91.81
85.3-85.4 kHz,85350,1516342652.84,91.81
85.4-85.5 kHz,85450,1516360951.91,91.81
85.5-85.6 kHz,85550,1516379248.98,91.81
85.6-85.7 kHz,85650,1516397544.06,91.81
85.7-85.8 kHz,85750,1516415837.15,91.81
85.8-85.9 kHz,85850,1516434128.24,91.81
85.9-86.0 kHz,85950,1516452417.35,91.81
86.0-86.1 kHz,86050,1516470704.46,91.81
86.1-86.2 kHz,86150,1516488989.58,91.81
86.2-86.3 kHz,86250,1516507272.71,91.81
86.3-86.4 kHz,86350,1516525553.84,91.81
86.4-86.5 kHz,86450,1516543832.99,91.81
86.5-86.6 kHz,86550,1516562110.14,91.81
86.6-86.7 kHz,86650,1516580385.30,91.81
86.7-86.8 kHz,86750,1516598658.47,91.81
86.8-86.9 kHz,86850,1516616929.65,91.81
86.9-87.0 kHz,86950,1516635198.83,91.81
87.0-87.1 kHz,87050,1516653466.02,91.81
87.1-87.2 kHz,87150,1516671731.22,91.81
87.2-87.3 kHz,87250,1516689994.43,91.81
87.3-87.4 kHz,87350,1516708255.65,91.81
87.4-87.5 kHz,87450,1516726514.87,91.81
87.5-87.6 kHz,87550,1516744772.10,91.81
87.6-87.7 kHz,87650,1516763027.34,91.81
87.7-87.8 kHz,87750,1516781280.59,91.81
87.8-87.9 kHz,87850,1516799531.85,91.81
87.9-88.0 kHz,87950,1516817781.11,91.81
88.0-88.1 kHz,88050,1516836028.38,91.81
88.1-88.2 kHz,88150,1516854273.66,91.81
88.2-88.3 kHz,88250,1516872516.95,91.81
88.3-88.4 kHz,88350,1516890758.25,91.81
88.4-88.5 kHz,88450,1516908997.55,91.81
88.5-88.6 kHz,88550,1516927234.87,91.81
88.6-88.7 kHz,88650,1516945470.19,91.81
88.7-88.8 kHz,88750,1516963703.51,91.81
88.8-88.9 kHz,88850,1516981934.85,91.81
88.9-89.0 kHz,88950,1517000164.19,91.81
89.0-89.1 kHz,89050,1517018391.55,91.81
89.1-89.2 kHz,89150,1517036616.91,91.81
89.2-89.3 kHz,89250,1517054840.27,91.81
89.3-89.4 kHz,89350,1517073061.65,91.81
89.4-89.5 kHz,89450,1517091281.03,91.81
89.5-89.6 kHz,89550,1517109498.43,91.81
89.6-89.7 kHz,89650,1517127713.83,91.81
89.7-89.8 kHz,89750,1517145927.23,91.81
89.8-89.9 kHz,89850,1517164138.65,91.81
89.9-90.0 kHz,89950,1517182348.07,91.81
90.0-90.1 kHz,90050,1517200555.51,91.81
90.1-90.2 kHz,90150,1517218760.95,91.81
90.2-90.3 kHz,90250,1517236964.39,91.81
90.3-90.4 kHz,90350,1517255165.85,91.81
90.4-90.5 kHz,90450,1517273365.31,91.81
90.5-90.6 kHz,90550,1517291562.79,91.81
90.6-90.7 kHz,90650,1517309758.27,91.81
90.7-90.8 kHz,90750,1517327951.75,91.81
90.8-90.9 kHz,90850,1517346143.25,91.81
90.9-91.0 kHz,90950,1517364332.75,91.81
91.0-91.1 kHz,91050,1517382520.27,91.81
91.1-91.2 kHz,91150,1517400705.79,91.81
91.2-91.3 kHz,91250,1517418889.31,91.81
91.3-91.4 kHz,91350,1517437070.85,91.81
91.4-91.5 kHz,91450,1517455250.39,91.81
91.5-91.6 kHz,91550,1517473427.95,91.81
91.6-91.7 kHz,91650,1517491603.51,91.81
91.7-91.8 kHz,91750,1517509777.07,91.81
91.8-91.9 kHz,91850,1517527948.65,91.81
91.9-92.0 kHz,91950,1517546118.23,91.81
92.0-92.1 kHz,92050,1517564285.83,91.81
92.1-92.2 kHz,92150,1517582451.43,91.81
92.2-92.3 kHz,92250,1517600615.03,91.81
92.3-92.4 kHz,92350,1517618776.65,91.81
92.4-92.5 kHz,92450,1517636936.27,91.81
92.5-92.6 kHz,92550,1517655093.90,91.81
92.6-92.7 kHz,92650,1517673249.54,91.81
92.7-92.8 kHz,92750,1517691403.19,91.81
92.8-92.9 kHz,92850,1517709554.85,91.81
92.9-93.0 kHz,92950,1517727704.51,91.81
93.0-93.1 kHz,93050,1517745852.18,91.81
93.1-93.2 kHz,93150,1517763997.86,91.81
93.2-93.3 kHz,93250,1517782141.55,91.81
93.3-93.4 kHz,93350,1517800283.25,91.81
93.4-93.5 kHz,93450,1517818422.95,91.81
93.5-93.6 kHz,93550,1517836560.66,91.81
93.6-93.7 kHz,93650,1517854696.38,91.81
93.7-93.8 kHz,93750,1517872830.11,91.81
93.8-93.9 kHz,93850,1517890961.85,91.81
93.9-94.0 kHz,93950,1517909091.59,91.81
94.0-94.1 kHz,94050,1517927219.34,91.81
94.1-94.2 kHz,94150,1517945345.10,91.81
94.2-94.3 kHz,94250,1517963468.87,91.81
94.3-94.4 kHz,94350,1517981590.64,91.81
94.4-94.5 kHz,94450,1517999710.43,91.81
94.5-94.6 kHz,94550,1518017828.22,91.81
94.6-94.7 kHz,94650,1518035944.02,91.81
94.7-94.8 kHz,94750,1518054057.83,91.81
94.8-94.9 kHz,94850,1518072169.64,91.81
94.9-95.0 kHz,94950,1518090279.47,91.81
95.0-95.1 kHz,95050,1518108387.30,91.81
95.1-95.2 kHz,95150,1518126493.14,91.81
95.2-95.3 kHz,95250,1518144596.99,91.81
95.3-95.4 kHz,95350,1518162698.84,91.81
95.4-95.5 kHz,95450,1518180798.70,91.81
95.5-95.6 kHz,95550,1518198896.58,91.81
95.6-95.7 kHz,95650,1518216992.46,91.81
95.7-95.8 kHz,95750,1518235086.34,91.81
95.8-95.9 kHz,95850,1518253178.24,91.81
95.9-96.0 kHz,95950,1518271268.14,91.81
96.0-96.1 kHz,96050,1518289356.05,91.81
96.1-96.2 kHz,96150,1518307441.97,91.81
96.2-96.3 kHz,96250,1518325525.90,91.81
96.3-96.4 kHz,96350,1518343607.84,91.81
96.4-96.5 kHz,96450,1518361687.78,91.81
96.5-96.6 kHz,96550,1518379765.73,91.81
96.6-96.7 kHz,96650,1518397841.69,91.81
96.7-96.8 kHz,96750,1518415915.66,91.81
96.8-96.9 kHz,96850,1518433987.63,91.81
96.9-97.0 kHz,96950,1518452057.62,91.81
97.0-97.1 kHz,97050,1518470125.61,91.81
97.1-97.2 kHz,97150,1518488191.61,91.81
97.2-97.3 kHz,97250,1518506255.62,91.81
97.3-97.4 kHz,97350,1518524317.63,91.81
97.4-97.5 kHz,97450,1518542377.65,91.81
97.5-97.6 kHz,97550,1518560435.69,91.81
97.6-97.7 kHz,97650,1518578491.73,91.81
97.7-97.8 kHz,97750,1518596545.77,91.81
97.8-97.9 kHz,97850,1518614597.83,91.81
97.9-98.0 kHz,97950,1518632647.89,91.81
98.0-98.1 kHz,98050,1518650695.96,91.81
98.1-98.2 kHz,98150,1518668742.04,91.81
98.2-98.3 kHz,98250,1518686786.13,91.81
98.3-98.4 kHz,98350,1518704828.23,91.81
98.4-98.5 kHz,98450,1518722868.33,91.81
98.5-98.6 kHz,98550,1518740906.44,91.81
98.6-98.7 kHz,98650,1518758942.56,91.81
98.7-98.8 kHz,98750,1518776976.69,91.81
98.8-98.9 kHz,98850,1518795008.82,91.81
98.9-99.0 kHz,98950,1518813038.97,91.82
99.0-99.1 kHz,99050,1518831067.12,91.82
99.1-99.2 kHz,99150,1518849093.28,91.82
99.2-99.3 kHz,99250,1518867117.44,91.82
99.3-99.4 kHz,99350,1518885139.62,91.82
99.4-99.5 kHz,99450,1518903159.80,91.82
99.5-99.6 kHz,99550,1518921177.99,91.82
99.6-99.7 kHz,99650,1518939194.19,91.82
99.7-99.8 kHz,99750,1518957208.40,91.82
99.8-99.9 kHz,99850,1518975220.62,91.82
99.9-100.0 kHz,99950,1518993230.84,91.82
100-101 kHz,100500,1519092251.46,91.82
101-102 kHz,101500,1519272134.57,91.82
102-103 kHz,102500,1519451818.48,91.82
103-104 kHz,103500,1519631303.19,91.82
104-105 kHz,104500,1519810588.70,91.82
105-106 kHz,105500,1519989675.01,91.82
106-107 kHz,106500,1520168562.12,91.82
107-108 kHz,107500,1520347250.02,91.82
